function	op_address	mnemonic	matched_constants	pcode
8c06691c	8c066b7e	INDIRECT	0x170	(ram, 0x8c066daa, 2) INDIRECT (ram, 0x8c066daa, 2) , (const, 0x170, 4)
8c06691c	8c066b7e	INDIRECT	0x170	(ram, 0x8c066db8, 4) INDIRECT (ram, 0x8c066db8, 4) , (const, 0x170, 4)
8c06691c	8c066b7e	INDIRECT	0x170	(ram, 0x8c066dbc, 4) INDIRECT (ram, 0x8c066dbc, 4) , (const, 0x170, 4)
8c06691c	8c066b7e	INDIRECT	0x170	(ram, 0x8c066dc0, 4) INDIRECT (ram, 0x8c066dc0, 4) , (const, 0x170, 4)
8c06691c	8c066b7e	INDIRECT	0x170	(ram, 0x8c066dc4, 4) INDIRECT (ram, 0x8c066dc4, 4) , (const, 0x170, 4)
8c06691c	8c066b7e	INDIRECT	0x170	(ram, 0x8c066dc8, 4) INDIRECT (ram, 0x8c066dc8, 4) , (const, 0x170, 4)
8c06691c	8c066b7e	INDIRECT	0x170	(stack, 0xffffffffffffffdc, 8) INDIRECT (stack, 0xffffffffffffffdc, 8) , (const, 0x170, 4)
8c06691c	8c066b7e	INDIRECT	0x170	(stack, 0xffffffffffffffd4, 8) INDIRECT (stack, 0xffffffffffffffd4, 8) , (const, 0x170, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c068058, 2) INDIRECT (ram, 0x8c068058, 2) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c06805a, 2) INDIRECT (ram, 0x8c06805a, 2) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c06805c, 2) INDIRECT (ram, 0x8c06805c, 2) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c06805e, 2) INDIRECT (ram, 0x8c06805e, 2) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c068060, 2) INDIRECT (ram, 0x8c068060, 2) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c068062, 2) INDIRECT (ram, 0x8c068062, 2) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c068064, 2) INDIRECT (ram, 0x8c068064, 2) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c068066, 2) INDIRECT (ram, 0x8c068066, 2) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c068068, 4) INDIRECT (ram, 0x8c068068, 4) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c06806c, 4) INDIRECT (ram, 0x8c06806c, 4) , (const, 0x16c, 4)
8c067f18	8c06811c	INDIRECT	0x16c	(ram, 0x8c068070, 4) INDIRECT (ram, 0x8c068070, 4) , (const, 0x16c, 4)
