function	op_address	mnemonic	matched_constants	pcode
8c099acc	8c099c80	INDIRECT	0x16c	(ram, 0x8c099ca2, 2) INDIRECT (ram, 0x8c099ca2, 2) , (const, 0x16c, 4)
8c099acc	8c099c80	INDIRECT	0x16c	(ram, 0x8c099ca4, 2) INDIRECT (ram, 0x8c099ca4, 2) , (const, 0x16c, 4)
8c099acc	8c099c80	INDIRECT	0x16c	(ram, 0x8c099ca6, 2) INDIRECT (ram, 0x8c099ca6, 2) , (const, 0x16c, 4)
8c099acc	8c099c80	INDIRECT	0x16c	(ram, 0x8c099ca8, 4) INDIRECT (ram, 0x8c099ca8, 4) , (const, 0x16c, 4)
8c099acc	8c099c80	INDIRECT	0x16c	(ram, 0x8c099cac, 4) INDIRECT (ram, 0x8c099cac, 4) , (const, 0x16c, 4)
8c099acc	8c099c80	INDIRECT	0x16c	(ram, 0x8c099cb0, 4) INDIRECT (ram, 0x8c099cb0, 4) , (const, 0x16c, 4)
8c099acc	8c099c80	INDIRECT	0x16c	(ram, 0x8c099cb4, 4) INDIRECT (ram, 0x8c099cb4, 4) , (const, 0x16c, 4)
8c099acc	8c099c80	INDIRECT	0x16c	(ram, 0x8c099cb8, 4) INDIRECT (ram, 0x8c099cb8, 4) , (const, 0x16c, 4)
8c099acc	8c099c80	INDIRECT	0x16c	(ram, 0x8c099cbc, 4) INDIRECT (ram, 0x8c099cbc, 4) , (const, 0x16c, 4)
8c099acc	8c099c80	INDIRECT	0x16c	(ram, 0x8c099cc0, 4) INDIRECT (ram, 0x8c099cc0, 4) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aea0, 2) INDIRECT (ram, 0x8c09aea0, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aea2, 2) INDIRECT (ram, 0x8c09aea2, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aea4, 2) INDIRECT (ram, 0x8c09aea4, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aea6, 2) INDIRECT (ram, 0x8c09aea6, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aea8, 2) INDIRECT (ram, 0x8c09aea8, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aeaa, 2) INDIRECT (ram, 0x8c09aeaa, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aeac, 2) INDIRECT (ram, 0x8c09aeac, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aeb0, 2) INDIRECT (ram, 0x8c09aeb0, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aeb2, 2) INDIRECT (ram, 0x8c09aeb2, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aeb4, 2) INDIRECT (ram, 0x8c09aeb4, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aeb6, 2) INDIRECT (ram, 0x8c09aeb6, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aeb8, 2) INDIRECT (ram, 0x8c09aeb8, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aeba, 2) INDIRECT (ram, 0x8c09aeba, 2) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aec0, 4) INDIRECT (ram, 0x8c09aec0, 4) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aec4, 4) INDIRECT (ram, 0x8c09aec4, 4) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aec8, 4) INDIRECT (ram, 0x8c09aec8, 4) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aecc, 4) INDIRECT (ram, 0x8c09aecc, 4) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aed0, 4) INDIRECT (ram, 0x8c09aed0, 4) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aed4, 4) INDIRECT (ram, 0x8c09aed4, 4) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09aed8, 4) INDIRECT (ram, 0x8c09aed8, 4) , (const, 0x16c, 4)
8c09ad3c	8c09ae98	INDIRECT	0x16c	(ram, 0x8c09afb6, 2) INDIRECT (ram, 0x8c09afb6, 2) , (const, 0x16c, 4)
